"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"26.04.2018","1.553,34","1.558,05","1.561,56","1.549,45","-","-0,30%"
"25.04.2018","1.558,05","1.562,55","1.562,56","1.548,51","-","-0,29%"
"24.04.2018","1.562,55","1.576,65","1.580,29","1.559,25","-","-0,89%"
"23.04.2018","1.576,65","1.561,45","1.576,89","1.557,47","-","0,97%"
"20.04.2018","1.561,45","1.572,45","1.572,45","1.555,83","-","-0,70%"
"19.04.2018","1.572,45","1.562,16","1.573,04","1.562,16","-","0,66%"
"18.04.2018","1.562,16","1.552,16","1.563,24","1.551,61","-","0,64%"
"17.04.2018","1.552,16","1.530,00","1.552,16","1.529,63","-","1,45%"
"16.04.2018","1.530,00","1.538,44","1.540,31","1.528,61","-","-0,55%"
"13.04.2018","1.538,44","1.555,87","1.555,87","1.537,33","-","-1,12%"
"12.04.2018","1.555,87","1.560,08","1.567,36","1.545,02","-","-0,27%"
"11.04.2018","1.560,08","1.548,01","1.566,94","1.546,15","-","0,78%"
"10.04.2018","1.548,01","1.531,72","1.548,01","1.531,18","-","1,06%"
"09.04.2018","1.531,72","1.520,76","1.534,31","1.519,80","-","0,72%"
"06.04.2018","1.520,76","1.514,84","1.520,76","1.505,76","-","0,39%"
"05.04.2018","1.514,84","1.497,59","1.515,35","1.493,55","-","1,15%"
"04.04.2018","1.497,59","1.492,84","1.500,76","1.483,81","-","0,32%"
"03.04.2018","1.492,84","1.470,88","1.493,77","1.466,95","-","1,49%"
"02.04.2018","1.470,88","1.455,52","1.473,43","1.455,52","-","1,06%"
"28.03.2018","1.455,52","1.450,00","1.455,52","1.442,71","-","0,38%"
"27.03.2018","1.450,00","1.469,04","1.470,25","1.447,98","-","-1,30%"
"26.03.2018","1.469,04","1.459,06","1.472,54","1.457,70","-","0,68%"
"23.03.2018","1.459,06","1.468,44","1.473,96","1.458,30","-","-0,64%"
"22.03.2018","1.468,44","1.486,03","1.486,03","1.463,91","-","-1,18%"
"21.03.2018","1.486,03","1.476,89","1.490,70","1.475,25","-","0,62%"
"20.03.2018","1.476,89","1.475,75","1.481,64","1.474,35","-","0,08%"
"16.03.2018","1.475,75","1.467,22","1.475,75","1.466,72","-","0,58%"
"15.03.2018","1.467,22","1.463,78","1.467,66","1.461,26","-","0,24%"
"14.03.2018","1.463,78","1.467,60","1.468,58","1.461,10","-","-0,26%"
"13.03.2018","1.467,60","1.478,88","1.481,39","1.461,64","-","-0,76%"
"12.03.2018","1.478,88","1.482,10","1.484,29","1.474,80","-","-0,22%"
